,author,title,sentence,sentence_nr,words,kind
19540,"Tagore, Rabindranath",The Home and the World,It was from Amulya,13837,Amulya,person
19559,"Tagore, Rabindranath",The Home and the World,I had just cleared my throat with a little cough when a servant hurried in to say that the Police Inspector had brought Panchu up to the palace,13856,Panchu,person
19562,"Tagore, Rabindranath",The Home and the World,Why did you not send me word when Brother Nikhil came in  she complained,13859,Nikhil,person
19567,"Tagore, Rabindranath",The Home and the World,What is this about both of you going off to Calcutta tomorrow,13862,Calcutta,location
19574,"Tagore, Rabindranath",The Home and the World,The time during which the seed lies underground is longso long indeed that one forgets that there is any danger of its sprouting,13869,Dan Dravot,person
19578,"Tagore, Rabindranath",The Home and the World,But I cannot forget the face of Amulyabeautiful radiant with devotion,13873,Amulya,person
19579,"Tagore, Rabindranath",The Home and the World,He did not wait despairing for the blow of fate to fall but rushed into the thick of danger,13874,Dan Dravot,person
19597,"Tagore, Rabindranath",The Home and the World,I had to play the benign protector and take charge of Khemas ornaments and Thakos savings,13891,Thako,person
19598,"Tagore, Rabindranath",The Home and the World,The milkwoman in her turn brought along and kept in my room a box in which were a Benares   sari   and some other of her valued possessions,13892,Benares,location
19600,"Tagore, Rabindranath",The Home and the World,When tomorrow my iron safe will be opened in the presence of theseKhema Thako the milkwoman and all the rest   Let me not think of it,13894,Thako,person
19603,"Tagore, Rabindranath",The Home and the World,  Amulya writes that he will come later in the evening,13897,Amulya,person
19618,"Tagore, Rabindranath",The Home and the World,I rose to do so when Thako came panting in Rani Mother oh Rani Mother  Oh get away,13911,Thako,person
19621,"Tagore, Rabindranath",The Home and the World,Her nephew has brought such a wonderful machine from Calcutta,13914,Calcutta,location
19629,"Tagore, Rabindranath",The Home and the World,I knew that Amulya would not delay to announce himselfyet I could not wait,13921,Amulya,person
19630,"Tagore, Rabindranath",The Home and the World,I summone d a servant and said Go and tell Amulya Babu to come straight in here,13922,Babu,person
19631,"Tagore, Rabindranath",The Home and the World,I summone d a servant and said Go and tell Amulya Babu to come straight in here,13922,Amulya,person
19633,"Tagore, Rabindranath",The Home and the World,The man came back after a while to say that Amulya was not inhe had not come back since he had gone,13923,Amulya,person
19636,"Tagore, Rabindranath",The Home and the World,Amulya gone,13926,Amulya,person
19638,"Tagore, Rabindranath",The Home and the World,All kinds of possible and impossible dangers flitted through my mind,13928,Dan Dravot,person
19643,"Tagore, Rabindranath",The Home and the World,I had no memento of Amulya save that pistolhis reverence offering,13933,Amulya,person
19654,"Tagore, Rabindranath",The Home and the World,With this she turned on her gramophone and let loose the shrill treble of the Calcutta actresses all over the place,13944,Calcutta,location
19680,"Tagore, Rabindranath",The Home and the World,Things that were wellordered have become jumbled up,13966,Lord,person
19687,"Tagore, Rabindranath",The Home and the World,Oh forgive me just once only this time Lord,13972,Lord,person
19690,"Tagore, Rabindranath",The Home and the World,O Lord sound once again those flute strains which you played for me long ago standing at the rosy edge of my morning skyand let all my complexities become simple and easy,13975,Lord,person
19696,"Tagore, Rabindranath",The Home and the World,Lord I vowed to myself I will lie here waiting and waiting touching neither food nor drink so long as your blessing does not reach me,13981,Lord,person
19701,"Tagore, Rabindranath",The Home and the World,Come Lord and set your foot upon my throbbing heart and at that moment let me die,13986,Lord,person
19715,"Tagore, Rabindranath",The Home and the World,Chapter Twelve  Nikhils Story  XV    TODAY we are going to Calcutta,14000,Calcutta,location
19716,"Tagore, Rabindranath",The Home and the World,Chapter Twelve  Nikhils Story  XV    TODAY we are going to Calcutta,14000,Nikhil,person
19748,"Tagore, Rabindranath",The Home and the World,It was one of the   Swadeshi   combs you brought for me  But what is all this for Sister Rani,14030,Sister Rani,person
19752,"Tagore, Rabindranath",The Home and the World,I am not going there to flirt with you nor to quarrel with the Chota Rani,14033,Chota Rani,person
19769,"Tagore, Rabindranath",The Home and the World,Sometimes conflicts of worldly interests roused suspicions and jealousies making breaches in our love and when the Chota Rani came in between us these breaches seemed as if they would never be mended but it always turned out that the healing forces at bottom proved more powerful than the wounds on the surface,14046,Chota Rani,person
19778,"Tagore, Rabindranath",The Home and the World,I could see at once that the little differences she used to have with Bimala about money matters did not proceed from any sordid worldliness but because she felt that her claims in regard to this one relationship of her life had been overridden and its ties weakened for her by the coming in between of this other woman from goodness knows where,14054,Bimala,person
19782,"Tagore, Rabindranath",The Home and the World,And Bimala,14056,Bimala,person
19787,"Tagore, Rabindranath",The Home and the World,I sank down upon one of the boxes as I said How I should love Sister Rani to go back to the days when we first met in this old house of ours,14059,Sister Rani,person
19819,"Tagore, Rabindranath",The Home and the World,Our Chota Rani was making a heap of cakes last night,14089,Chota Rani,person
19848,"Tagore, Rabindranath",The Home and the World,You Amulya  It is I sir said Amulya with his mouth full of cake,14118,Amulya,person
19858,"Tagore, Rabindranath",The Home and the World,In Amulya Babus hands,14128,Babu,person
19859,"Tagore, Rabindranath",The Home and the World,In Amulya Babus hands,14128,Amulya,person
19865,"Tagore, Rabindranath",The Home and the World,He asked Amulya to wait on the pretext of getting him some refreshment and came straight over to the Police Office,14132,Amulya,person
19866,"Tagore, Rabindranath",The Home and the World,I rode off at once kept Amulya with me and have been busy with him the whole morning,14133,Amulya,person
19878,"Tagore, Rabindranath",The Home and the World,But Inspector I said why are you badgering a respectable young gentleman like Amulya Babu  I have no desire to harass him said the Inspector,14145,Babu,person
19879,"Tagore, Rabindranath",The Home and the World,But Inspector I said why are you badgering a respectable young gentleman like Amulya Babu  I have no desire to harass him said the Inspector,14145,Amulya,person
19880,"Tagore, Rabindranath",The Home and the World,He is not only a gentleman but the son of Nibaran Babu my schoolfellow,14146,Babu,person
19882,"Tagore, Rabindranath",The Home and the World,Amulya knows the thief but wants to shield him by drawing suspicion on himself,14148,Amulya,person
19885,"Tagore, Rabindranath",The Home and the World,The Inspector turned to Amulya,14150,Amulya,person
19893,"Tagore, Rabindranath",The Home and the World,When the Inspector having argued out his theory to his own satisfaction at last departed I said to Amulya If you will tell me who took the money I promise you no one shall be hurt,14158,Amulya,person
19896,"Tagore, Rabindranath",The Home and the World,What Amulya then told me was indeed extraordinary,14161,Amulya,person
19899,"Tagore, Rabindranath",The Home and the World,Amulya had a revolver in each pocket one loaded with blank cartridges the other with ball,14164,Amulya,person
19906,"Tagore, Rabindranath",The Home and the World,Some of the guards who were off duty came running up but when Amulya fired another blank shot at them they lost no time in taking cover,14168,Amulya,person
19908,"Tagore, Rabindranath",The Home and the World,This time Amulya aimed a bullet at his legs and finding himself hit Kasim collapsed on the floor,14170,Amulya,person
19910,"Tagore, Rabindranath",The Home and the World,Amulya then made the trembling manager who had come to his senses open the safe and deliver up six thousand rupees,14171,Amulya,person
19912,"Tagore, Rabindranath",The Home and the World,What made you do all this Amulya,14173,Amulya,person
19918,"Tagore, Rabindranath",The Home and the World,And who may she be  My sister the Chota Rani,14179,Chota Rani,person
19919,"Tagore, Rabindranath",The Home and the World,I sent for Bimala,14180,Bimala,person
19922,"Tagore, Rabindranath",The Home and the World,She came hesitatingly barefoot with a white shawl over her head,14181,Sita,person
19925,"Tagore, Rabindranath",The Home and the World,Amulya prostrated himself in salutation and took the dust of her feet,14184,Amulya,person
19929,"Tagore, Rabindranath",The Home and the World,With your image in my mind I have not uttered a single lie Amulya continued,14188,Amulya,person
19930,"Tagore, Rabindranath",The Home and the World,My watchword   Bande Mataram   has been cast away at your feet for good,14189,Tara,person
19933,"Tagore, Rabindranath",The Home and the World,Amulya brought out his handkerchief and untying it showed her the cakes put away inside,14192,Amulya,person
